case_id,family,true_action,safety_critical,cue_clarity,text_specificity,physical_affordance,distractor_strength,cue_text_conflict,text_only_score,text_only_prediction,text_only_clarify,captioned_cues_score,captioned_cues_prediction,captioned_cues_clarify,embodied_prompt_graph_score,embodied_prompt_graph_prediction,embodied_prompt_graph_clarify
alignment_gesture_at_placement_010,alignment gesture at placement,align_and_place,0,0.7904,0.1047,1.0,0.1668,0,0.2437,clarify,1,0.6852,align_and_place,0,0.7495,align_and_place,0
alignment_gesture_at_placement_011,alignment gesture at placement,align_and_place,0,0.7019,0.298,0.7707,0.2953,0,0.223,clarify,1,0.5565,align_and_place,0,0.6485,align_and_place,0
alignment_gesture_at_placement_012,alignment gesture at placement,align_and_place,0,0.548,0.2224,0.7941,0.1815,0,0.2876,clarify,1,0.4895,halt,0,0.5912,align_and_place,0
alignment_gesture_at_placement_013,alignment gesture at placement,align_and_place,0,0.6914,0.458,0.8388,0.3817,0,0.3132,clarify,1,0.486,move_to_target,0,0.5569,align_and_place,0
alignment_gesture_at_placement_014,alignment gesture at placement,align_and_place,0,0.7458,0.5339,0.866,0.1785,0,0.4998,avoid_fixture,0,0.521,align_and_place,0,0.8141,align_and_place,0
alignment_gesture_at_placement_015,alignment gesture at placement,align_and_place,0,0.7311,0.4597,0.7793,0.3869,0,0.3241,clarify,1,0.5357,align_and_place,0,0.6677,align_and_place,0
alignment_gesture_at_placement_016,alignment gesture at placement,align_and_place,0,0.7661,0.3572,0.7595,0.0423,0,0.3316,clarify,1,0.5731,align_and_place,0,0.7478,align_and_place,0
alignment_gesture_at_placement_017,alignment gesture at placement,align_and_place,0,0.6594,0.3376,0.8515,0.1358,0,0.3226,clarify,1,0.5625,align_and_place,0,0.8042,align_and_place,0
alignment_gesture_at_placement_018,alignment gesture at placement,align_and_place,0,0.8583,0.4142,0.8568,0.2215,0,0.3807,halt,0,0.687,align_and_place,0,0.7586,align_and_place,0
alignment_gesture_at_placement_019,alignment gesture at placement,align_and_place,0,0.6523,0.2675,0.9797,0.0899,0,0.2521,clarify,1,0.5604,align_and_place,0,0.7696,align_and_place,0
alignment_gesture_at_placement_020,alignment gesture at placement,align_and_place,0,0.6864,0.4856,0.4272,0.0661,0,0.4743,follow_path,0,0.6108,align_and_place,0,0.6276,align_and_place,0
alignment_gesture_at_placement_021,alignment gesture at placement,align_and_place,0,0.6985,0.0,0.8713,0.3897,0,0.0479,clarify,1,0.5138,accept_handover,0,0.6855,align_and_place,0
alignment_gesture_at_placement_022,alignment gesture at placement,align_and_place,0,0.8811,0.3517,0.8582,0.0257,0,0.5296,align_and_place,0,0.6867,align_and_place,0,0.8096,align_and_place,0
alignment_gesture_at_placement_023,alignment gesture at placement,align_and_place,0,0.9409,0.5091,0.8205,0.5724,1,0.099,clarify,1,0.5321,align_and_place,0,0.8209,align_and_place,0
alignment_gesture_at_placement_024,alignment gesture at placement,align_and_place,0,0.7311,0.03,1.0,0.2305,0,0.2123,clarify,1,0.5789,align_and_place,0,0.7169,align_and_place,0
alignment_gesture_at_placement_025,alignment gesture at placement,align_and_place,0,0.6988,0.2862,0.6433,0.0,0,0.3561,clarify,1,0.6014,align_and_place,0,0.6557,align_and_place,0
alignment_gesture_at_placement_026,alignment gesture at placement,align_and_place,0,0.7486,0.3679,1.0,0.1105,0,0.3826,move_to_target,0,0.6952,align_and_place,0,0.7864,align_and_place,0
alignment_gesture_at_placement_027,alignment gesture at placement,align_and_place,0,0.7615,0.0561,0.851,0.1317,0,0.1861,clarify,1,0.6252,align_and_place,0,0.6912,align_and_place,0
alignment_gesture_at_placement_028,alignment gesture at placement,align_and_place,0,0.9096,0.6936,0.8131,0.2459,0,0.5563,align_and_place,0,0.6742,align_and_place,0,0.7802,align_and_place,0
alignment_gesture_at_placement_029,alignment gesture at placement,align_and_place,0,0.8079,0.2853,0.8884,0.0844,0,0.3206,clarify,1,0.61,align_and_place,0,0.6837,align_and_place,0
alignment_gesture_at_placement_030,alignment gesture at placement,align_and_place,0,0.7112,0.1911,0.5982,0.1228,0,0.2182,clarify,1,0.6201,align_and_place,0,0.681,align_and_place,0
alignment_gesture_at_placement_031,alignment gesture at placement,align_and_place,0,0.8292,0.1704,0.7289,0.2809,0,0.2486,clarify,1,0.5828,align_and_place,0,0.7072,align_and_place,0
alignment_gesture_at_placement_032,alignment gesture at placement,align_and_place,0,0.5699,0.3492,0.6985,0.0384,0,0.39,follow_path,0,0.6347,align_and_place,0,0.5997,align_and_place,0
alignment_gesture_at_placement_033,alignment gesture at placement,align_and_place,0,0.5951,0.3992,0.8558,0.3157,0,0.3428,clarify,1,0.5655,align_and_place,0,0.5785,align_and_place,0
alignment_gesture_at_placement_034,alignment gesture at placement,align_and_place,0,0.5856,0.5064,0.7362,0.2559,0,0.3928,avoid_fixture,0,0.5307,align_and_place,0,0.6623,align_and_place,0
alignment_gesture_at_placement_035,alignment gesture at placement,align_and_place,0,0.6509,0.2696,0.574,0.4897,0,0.2031,clarify,1,0.4414,follow_path,0,0.5217,align_and_place,0
alignment_gesture_at_placement_036,alignment gesture at placement,align_and_place,0,0.5497,0.4908,0.6806,0.0406,0,0.422,move_to_target,0,0.5257,align_and_place,0,0.5909,align_and_place,0
alignment_gesture_at_placement_037,alignment gesture at placement,align_and_place,0,0.5594,0.3648,0.5616,0.1831,0,0.3094,clarify,1,0.4667,avoid_fixture,0,0.5747,align_and_place,0
alignment_gesture_at_placement_038,alignment gesture at placement,align_and_place,0,0.86,0.3195,0.9693,0.2224,0,0.3537,clarify,1,0.692,align_and_place,0,0.7447,align_and_place,0
alignment_gesture_at_placement_039,alignment gesture at placement,align_and_place,0,0.8516,0.5426,0.8003,0.1141,0,0.553,align_and_place,0,0.6239,align_and_place,0,0.7652,align_and_place,0
alignment_gesture_at_placement_040,alignment gesture at placement,align_and_place,0,0.6043,0.5681,0.9073,0.4158,0,0.53,align_and_place,0,0.5779,align_and_place,0,0.7927,align_and_place,0
alignment_gesture_at_placement_041,alignment gesture at placement,align_and_place,0,0.8313,0.1922,0.8284,0.1463,0,0.2943,clarify,1,0.6159,align_and_place,0,0.7251,align_and_place,0
alignment_gesture_at_placement_042,alignment gesture at placement,align_and_place,0,0.4821,0.2117,0.7354,0.2034,0,0.1635,clarify,1,0.4621,move_to_target,0,0.642,align_and_place,0
alignment_gesture_at_placement_043,alignment gesture at placement,align_and_place,0,0.5616,0.4935,0.7233,0.1143,0,0.5011,avoid_fixture,0,0.6784,align_and_place,0,0.5871,align_and_place,0
alignment_gesture_at_placement_044,alignment gesture at placement,align_and_place,0,0.5428,0.4296,0.8053,0.0,0,0.4416,avoid_fixture,0,0.6286,align_and_place,0,0.6101,align_and_place,0
alignment_gesture_at_placement_045,alignment gesture at placement,align_and_place,0,0.9923,0.5579,0.8248,0.0815,0,0.4392,avoid_fixture,0,0.781,align_and_place,0,0.8545,align_and_place,0
alignment_gesture_at_placement_046,alignment gesture at placement,align_and_place,0,0.669,0.4157,0.969,0.3447,0,0.3635,clarify,1,0.5233,align_and_place,0,0.6819,align_and_place,0
alignment_gesture_at_placement_047,alignment gesture at placement,align_and_place,0,0.7287,0.4227,0.6162,0.1617,0,0.3883,follow_path,0,0.5742,align_and_place,0,0.6209,align_and_place,0
alignment_gesture_at_placement_048,alignment gesture at placement,align_and_place,0,0.797,0.0481,0.7247,0.0619,0,0.2395,clarify,1,0.6554,align_and_place,0,0.6571,align_and_place,0
alignment_gesture_at_placement_049,alignment gesture at placement,align_and_place,0,0.6264,0.4848,0.8398,0.0186,0,0.5039,accept_handover,0,0.695,align_and_place,0,0.707,align_and_place,0
alignment_gesture_at_placement_050,alignment gesture at placement,align_and_place,0,0.7382,0.373,0.7333,0.4386,0,0.2079,clarify,1,0.6097,align_and_place,0,0.6565,align_and_place,0
alignment_gesture_at_placement_051,alignment gesture at placement,align_and_place,0,0.6435,0.4238,0.7916,0.0377,0,0.4348,move_to_target,0,0.5882,align_and_place,0,0.7364,align_and_place,0
alignment_gesture_at_placement_052,alignment gesture at placement,align_and_place,0,0.6391,0.1913,0.5705,0.2964,0,0.2198,clarify,1,0.5618,align_and_place,0,0.5305,align_and_place,0
alignment_gesture_at_placement_053,alignment gesture at placement,align_and_place,0,0.9325,0.4709,0.7506,0.2186,0,0.4299,accept_handover,0,0.7832,align_and_place,0,0.8147,align_and_place,0
alignment_gesture_at_placement_054,alignment gesture at placement,align_and_place,0,0.7474,0.4467,0.482,0.1738,0,0.3699,clarify,1,0.5617,align_and_place,0,0.6016,align_and_place,0
alignment_gesture_at_placement_055,alignment gesture at placement,align_and_place,0,0.7805,0.2992,0.8809,0.342,0,0.3446,clarify,1,0.5616,align_and_place,0,0.7807,align_and_place,0
alignment_gesture_at_placement_056,alignment gesture at placement,align_and_place,0,0.6444,0.6044,0.5902,0.1499,0,0.4144,move_to_target,0,0.6456,align_and_place,0,0.5738,align_and_place,0
alignment_gesture_at_placement_057,alignment gesture at placement,align_and_place,0,0.9949,0.1801,0.8292,0.0988,0,0.2426,clarify,1,0.7444,align_and_place,0,0.8389,align_and_place,0
alignment_gesture_at_placement_058,alignment gesture at placement,align_and_place,0,0.4263,0.1763,0.6972,0.5673,0,0.0703,clarify,1,0.274,clarify,1,0.5683,align_and_place,0
alignment_gesture_at_placement_059,alignment gesture at placement,align_and_place,0,0.9547,0.4057,0.6984,0.2267,0,0.2825,clarify,1,0.7033,align_and_place,0,0.7745,align_and_place,0
alignment_gesture_at_placement_060,alignment gesture at placement,align_and_place,0,0.7098,0.5036,0.9495,0.1933,0,0.4657,halt,0,0.6679,align_and_place,0,0.7948,align_and_place,0
alignment_gesture_at_placement_061,alignment gesture at placement,align_and_place,0,0.8186,0.4813,0.6875,0.2511,0,0.4729,avoid_fixture,0,0.6075,align_and_place,0,0.6799,align_and_place,0
alignment_gesture_at_placement_062,alignment gesture at placement,align_and_place,0,0.7578,0.3977,0.7099,0.1656,0,0.4522,accept_handover,0,0.5992,align_and_place,0,0.7535,align_and_place,0
alignment_gesture_at_placement_063,alignment gesture at placement,align_and_place,0,0.8514,0.2884,0.824,0.2753,0,0.3331,clarify,1,0.6555,align_and_place,0,0.7923,align_and_place,0
alignment_gesture_at_placement_064,alignment gesture at placement,align_and_place,0,0.5335,0.1952,0.7257,0.1718,0,0.1527,clarify,1,0.5708,align_and_place,0,0.6793,align_and_place,0
alignment_gesture_at_placement_065,alignment gesture at placement,align_and_place,0,0.848,0.1,0.8071,0.0187,0,0.3037,clarify,1,0.6985,align_and_place,0,0.6849,align_and_place,0
alignment_gesture_at_placement_066,alignment gesture at placement,align_and_place,0,0.6755,0.0754,0.8918,0.2619,0,0.109,clarify,1,0.4551,accept_handover,0,0.6099,align_and_place,0
alignment_gesture_at_placement_067,alignment gesture at placement,align_and_place,0,0.7569,0.5105,0.8406,0.5231,1,0.1978,clarify,1,0.3411,clarify,1,0.5771,align_and_place,0
alignment_gesture_at_placement_068,alignment gesture at placement,align_and_place,0,0.7406,0.5465,0.787,0.1769,0,0.5191,halt,0,0.6551,align_and_place,0,0.7893,align_and_place,0
alignment_gesture_at_placement_069,alignment gesture at placement,align_and_place,0,0.6881,0.5804,0.7792,0.3696,0,0.4419,accept_handover,0,0.5407,align_and_place,0,0.5797,align_and_place,0
alignment_gesture_at_placement_070,alignment gesture at placement,align_and_place,0,0.7392,0.2474,0.881,0.0,0,0.3358,clarify,1,0.6346,align_and_place,0,0.8461,align_and_place,0
alignment_gesture_at_placement_071,alignment gesture at placement,align_and_place,0,0.8456,0.2894,0.8328,0.0363,0,0.3769,clarify,1,0.6185,align_and_place,0,0.7743,align_and_place,0
alignment_gesture_at_placement_072,alignment gesture at placement,align_and_place,0,0.7928,0.404,0.6729,0.2159,0,0.2803,clarify,1,0.6455,align_and_place,0,0.6892,align_and_place,0
alignment_gesture_at_placement_073,alignment gesture at placement,align_and_place,0,0.8314,0.3422,0.7926,0.1376,0,0.3436,clarify,1,0.696,align_and_place,0,0.8046,align_and_place,0
alignment_gesture_at_placement_074,alignment gesture at placement,align_and_place,0,0.4547,0.6448,0.8037,0.242,0,0.4992,avoid_fixture,0,0.54,align_and_place,0,0.7194,align_and_place,0
alignment_gesture_at_placement_075,alignment gesture at placement,align_and_place,0,0.7713,0.4608,0.8801,0.1481,0,0.4419,accept_handover,0,0.7075,align_and_place,0,0.811,align_and_place,0
alignment_gesture_at_placement_076,alignment gesture at placement,align_and_place,0,0.7855,0.2992,0.753,0.4041,0,0.3511,clarify,1,0.5969,align_and_place,0,0.6657,align_and_place,0
alignment_gesture_at_placement_077,alignment gesture at placement,align_and_place,0,0.6051,0.4668,0.7391,0.345,0,0.3119,clarify,1,0.4617,halt,0,0.6039,align_and_place,0
alignment_gesture_at_placement_078,alignment gesture at placement,align_and_place,0,0.9123,0.3272,0.8515,0.2656,0,0.3382,clarify,1,0.6237,align_and_place,0,0.7284,align_and_place,0
alignment_gesture_at_placement_079,alignment gesture at placement,align_and_place,0,0.8909,0.5028,0.8189,0.162,0,0.401,accept_handover,0,0.7492,align_and_place,0,0.8635,align_and_place,0
alignment_gesture_at_placement_080,alignment gesture at placement,align_and_place,0,0.8412,0.3846,0.6163,0.4799,0,0.2596,clarify,1,0.633,align_and_place,0,0.5852,align_and_place,0
alignment_gesture_at_placement_081,alignment gesture at placement,align_and_place,0,0.9154,0.312,0.6905,0.1184,0,0.3434,clarify,1,0.7874,align_and_place,0,0.7695,align_and_place,0
alignment_gesture_at_placement_082,alignment gesture at placement,align_and_place,0,0.797,0.4179,0.5727,0.2127,0,0.3776,clarify,1,0.4926,follow_path,0,0.6506,align_and_place,0
alignment_gesture_at_placement_083,alignment gesture at placement,align_and_place,0,0.6357,0.6065,0.681,0.263,0,0.4602,halt,0,0.5491,align_and_place,0,0.5729,align_and_place,0
alignment_gesture_at_placement_084,alignment gesture at placement,align_and_place,0,0.9253,0.1413,0.8319,0.217,0,0.3485,clarify,1,0.6988,align_and_place,0,0.7759,align_and_place,0
alignment_gesture_at_placement_085,alignment gesture at placement,align_and_place,0,0.5707,0.5831,0.6254,0.3713,0,0.3849,avoid_fixture,0,0.5094,follow_path,0,0.6361,align_and_place,0
alignment_gesture_at_placement_086,alignment gesture at placement,align_and_place,0,0.6198,0.2087,0.8439,0.4041,0,0.1757,clarify,1,0.3393,clarify,1,0.6109,align_and_place,0
alignment_gesture_at_placement_087,alignment gesture at placement,align_and_place,0,0.8013,0.4827,0.8323,0.1809,0,0.4552,move_to_target,0,0.6471,align_and_place,0,0.7185,align_and_place,0
alignment_gesture_at_placement_088,alignment gesture at placement,align_and_place,0,0.8985,0.3219,0.7701,0.3664,0,0.3551,clarify,1,0.6277,align_and_place,0,0.6536,align_and_place,0
alignment_gesture_at_placement_089,alignment gesture at placement,align_and_place,0,0.6426,0.3554,0.7433,0.4178,0,0.2972,clarify,1,0.4776,halt,0,0.6573,align_and_place,0
